MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI
400;MZ-CM158-2;HALB;EA;0.000;0.000;KG
400;MZ-RM-R100-06;ROH;ST;0.000;0.000;
400;MZ-FG-E192;FERT;EA;1.200;1.000;KG
400;ML_RM_219;ROH;EA;0.000;0.000;
400;MR585168003;ZFRT;EA;0.400;0.350;KG
400;MR571000004;HAWA;EA;0.300;0.300;KG
400;MR531101001;MODE;EA;0.000;0.000;KG
400;MR516112021;MODE;ST;0.200;0.200;KG
400;ML_SG_010;HALB;EA;0.000;0.000;KG
400;MZ-CM158-3;HALB;EA;0.000;0.000;KG
400;MZ-RM-R100-05;ROH;ST;0.000;0.000;
400;255;HALB;EA;0.000;0.000;
400;ML_RM_220;ROH;EA;0.000;0.000;
400;MR585168002;ZFRT;EA;0.400;0.350;KG
400;MR571000005;HAWA;EA;0.300;0.300;KG
400;CH-6020;FERT;LB;10.800.000;10.000;KG
400;MR516112022;MODE;ST;0.200;0.200;KG
400;MR531101002;MODE;EA;0.000;0.000;KG
400;CH-8917;IBAU;EA;0.000;0.000;
400;MZ-RM-R300-02;ROH;ST;0.500;0.400;KG
400;256;HALB;EA;0.000;0.000;
400;MZ-CM158-4;HALB;EA;0.000;0.000;KG
400;PRODUCT1;HALB;ST;15.000;7.000;KG
400;MR571000006;HAWA;EA;0.300;0.300;KG
400;CH-1130;ROH;EA;0.000;15.000;OZ
400;MZ-RM-E108-10;ROH;ST;0.000;0.000;
400;MZ-RM-R100-04;ROH;ST;0.000;0.000;
400;ML_RM_221;ROH;EA;0.000;0.000;
400;MZ-PK158-1;HALB;EA;0.000;0.000;KG
400;257;HALB;EA;0.000;0.000;
400;PRODUCT2;HALB;ST;15.000;7.000;KG
400;MR571000007;HAWA;EA;0.300;0.300;KG
400;CH-6030;FERT;LB;10.800.000;10.000;KG
400;CH-0200;YQSM;LB;5.600;5.000;LB
400;MZ-RM-R100-02;ROH;ST;0.000;0.000;
400;MR531101003;MODE;EA;0.000;0.000;KG
400;MZ-PK158-2;HALB;EA;0.000;0.000;KG
400;MR516112023;MODE;ST;0.200;0.200;KG
400;258;HALB;EA;0.000;0.000;
400;ML_RM_222;ROH;EA;0.000;0.000;
400;PRODUCT3;HALB;ST;15.000;7.000;KG
400;CH-6010;YQFP;LB;10.800.000;10.000;LB
400;MC-1408;VOLL;EA;0.700;0.335;KG
400;MILESTONE;FERT;H;0.000;0.000;KG
400;MZ-RM-R100-01;ROH;ST;0.000;0.000;
400;MZ-CM158-5;HALB;EA;0.000;0.000;KG
400;MR412311;HAWA;EA;0.200;0.200;KG
400;259;HALB;EA;0.000;0.000;
400;PRODUCT4;HALB;ST;15.000;7.000;KG
400;PI-4110;HALB;KG;50.000;50.000;G
400;ML_RM_223;ROH;EA;0.000;0.000;
400;CH-0100;YQSM;LB;10.400.000;10.000;LB
400;MC-1410;VOLL;EA;50.000;50.000;KG
400;PROJECT MGMT;FERT;H;0.000;0.000;KG
400;MZ-RM-M550-10;ROH;ST;0.000;0.000;
400;TRANSITION_PACK2;FERT;KG;0.000;0.000;KG
400;MR412411;HAWA;EA;0.200;0.200;KG
400;PRODUCT5;HALB;ST;15.000;7.000;KG
400;251;FERT;EA;0.000;0.000;
400;PI-4120;ROH;KG;0.000;0.000;KG
400;IBP-210;FERT;EA;1.000;1.000;KG
400;LABOR;FERT;H;0.000;0.000;KG
400;MC-1458;LEER;EA;13.000;13.000;KG
400;MZ-RM-M550-09;ROH;ST;0.000;0.000;
400;MZ-FG-E150;FERT;EA;2.000;1.000;KG
400;ML_RM_224;ROH;EA;0.000;0.000;
400;MR700051;ZFRT;EA;0.250;0.200;KG
400;PI-4130;ROH;KG;0.000;0.000;KG
400;ML_SG_038;HALB;EA;0.000;0.000;KG
400;IBP-220;FERT;EA;1.000;1.000;KG
400;LABOR II;FERT;H;0.000;0.000;KG
400;MZ-RM-M520-01;ROH;ST;1.500;1.400;KG
400;MC-1413;VOLL;EA;0.700;0.335;KG
400;MZ-FG-E151;FERT;EA;5.000;4.000;KG
400;MR412412;HAWA;EA;0.200;0.200;KG
400;MZ-TG-E110;HAWA;ST;1.000;0.900;G
400;MR700051001;ZFRT;EA;0.250;0.200;KG
400;IBP-310;FERT;EA;1.000;1.000;KG
400;266;HALB;EA;0.000;0.000;
400;ML_RM_225;ROH;EA;0.000;0.000;
400;MATERIALS;SERV;EA;0.000;0.000;KG
400;MZ-RM-M550-08;ROH;ST;0.000;0.000;
400;MC-1409;VOLL;EA;0.700;0.335;KG
400;MR412420;HAWA;EA;0.200;0.200;KG
800;DS-FG11-2;FERT;KG;100.000;100.000;KG
400;MZ-FG-AS-H100;FERT;EA;0.000;0.000;KG
400;MR700051002;ZFRT;EA;0.250;0.200;KG
400;CH-1420;YQRM;LB;0.000;0.000;
400;261;HALB;EA;0.000;0.000;
400;MLBW-PROD09;FERT;EA;10.000;9.000;KG
400;MZ-RM-M550-07;ROH;ST;0.000;0.000;
400;ML_RM_226;ROH;EA;0.000;0.000;
400;682;DIEN;EA;0.000;0.000;KG
400;MZ-RM-DS-001;ROH;KG;0.000;0.000;
400;MC-1411;VOLL;EA;0.700;0.335;KG
400;MR700051003;ZFRT;EA;0.250;0.200;KG
400;IBP-320;FERT;EA;1.000;1.000;KG
400;MLBW-PROD08;FERT;EA;10.000;9.000;KG
400;MZ-RM-M550-06;ROH;ST;0.000;0.000;
400;MR412421;HAWA;EA;0.200;0.200;KG
400;ML_RM_227;ROH;EA;0.000;0.000;
400;MC99917;HC01;BOX;0.000;0.000;
400;VAL01;ROH;EA;0.000;0.000;KG
400;262;HALB;EA;0.000;0.000;
400;MC-1412;VOLL;EA;0.700;0.335;KG
400;MR700051004;ZFRT;EA;0.250;0.200;KG
400;IBP-102-R;ROH;EA;12.000;10.000;KG
400;MZ-RM-M520-02;ROH;ST;0.500;0.400;KG
400;ML_SG_035;HALB;EA;0.000;0.000;KG
400;DSN_PROD101;FERT;EA;1.000;1.000;KG
400;MR412610;HAWA;EA;0.200;0.200;KG
400;263;HALB;EA;0.000;0.000;
400;MZ-FG-TR10;FERT;EA;1.000;1.000;KG
400;MC-1414;VOLL;EA;0.350;0.250;KG
400;ML-SP-B100;ERSA;EA;0.200;0.000;KG
400;IBP-101-R;ROH;EA;12.000;10.000;KG
400;DUMMY-FG;FERT;ST;6.850;5.000;KG
400;DSN_PROD100;FERT;EA;1.000;1.000;KG
400;264;HALB;EA;0.000;0.000;
400;MC-1415;VOLL;EA;0.350;0.250;KG
400;MR412611;HAWA;EA;0.200;0.200;KG
400;ML-SP-B200;ERSA;EA;0.100;0.000;KG
400;IBP-202-R;ROH;EA;12.000;10.000;KG
400;ML_SG_034;HALB;EA;0.000;0.000;KG
400;MLBW-PROD07;FERT;EA;10.000;9.000;KG
400;MZ-RM-M550-05;ROH;ST;0.000;0.000;
400;DSN_PROD103;FERT;EA;1.000;1.000;KG
400;EWM-A50;HAWA;ST;2.000;2.000;KG
400;265;HALB;EA;0.000;0.000;
400;IBP-201-R;ROH;EA;12.000;10.000;KG
400;MZ-HT-1000;HAWA;ST;1.000;1.000;KG
400;MC-1416;VOLL;EA;2.000;2.000;KG
400;DS_RAW02;ROH;EA;12.000;10.000;KG
400;MZ-RM-M550-04;ROH;ST;0.000;0.000;
400;MLBW-PROD06;FERT;EA;10.000;9.000;KG
400;DS_PROD102;FERT;EA;1.000;1.000;KG
400;267;HALB;EA;0.000;0.000;
400;IBP-301-R;ROH;EA;12.000;10.000;KG
400;MZ-HT-1001;HAWA;ST;1.000;1.000;KG
400;ML_RM_328;ROH;EA;0.000;0.000;
400;EWM-A51;HAWA;ST;2.000;2.000;KG
400;MC-1418;VOLL;EA;2.000;2.000;KG
400;ML_RM_238;ROH;EA;0.000;0.000;
400;REW01;FERT;ST;6.850;5.000;KG
400;MLBW-PROD05;FERT;EA;10.000;9.000;KG
400;DS_PROD103;FERT;EA;1.000;1.000;KG
400;268;HALB;EA;0.000;0.000;
400;MZ-HT-1002;HAWA;ST;1.000;1.000;KG
400;IBP-302-R;ROH;EA;12.000;10.000;KG
400;MZ-RM-M520-03;ROH;ST;0.500;0.400;KG
400;TSTMR;HAWA;EA;0.000;0.000;KG
400;MLBW-PROD04;FERT;EA;10.000;9.000;KG
400;MC1412;VOLL;EA;0.700;0.335;KG
400;DS_RAW01;ROH;EA;12.000;10.000;KG
400;TEST1112;MODE;EA;0.000;0.000;KG
400;ML_RM_329;ROH;EA;0.000;0.000;
400;MZ-HT-1003;HAWA;ST;1.000;1.000;KG
400;MZ-RM-M520-04;ROH;ST;2.500;2.400;KG
400;MLBW-PROD03;FERT;EA;10.000;9.000;KG
400;269;HALB;EA;0.000;0.000;
400;MC-1419;VOLL;EA;0.700;0.500;KG
400;TEST1113;MODE;EA;0.000;0.000;KG
400;WT_BLD_001;ROH;ST;0.000;0.000;
400;MZ-HT-1010;HAWA;ST;1.000;1.000;KG
400;MZ-RM-M520-05;ROH;ST;1.500;1.400;KG
400;ML_RM_330;ROH;EA;0.000;0.000;
400;MLBW-PROD02;FERT;EA;10.000;9.000;KG
400;MRSTS;HAWA;EA;0.000;0.000;KG
400;IBP-112-R;ROH;EA;12.000;10.000;KG
400;MC-1420;VOLL;EA;2.000;2.000;KG
400;TEST1113001;MODE;EA;0.000;0.000;KG
400;270;HALB;EA;0.000;0.000;
400;DS_PROD01;FERT;EA;1.000;1.000;KG
400;MZ-HT-1011;HAWA;ST;1.000;1.000;KG
400;ML-TG11;HAWA;ST;1.000;0.900;G
400;ML_RM_331;ROH;EA;0.000;0.000;
400;MLBW-PROD01;FERT;EA;10.000;9.000;KG
400;IBP-111-R;ROH;EA;12.000;10.000;KG
400;MC-1421;VOLL;EA;0.700;0.500;KG
400;DS_RAW100;ROH;EA;12.000;10.000;KG
400;MH62351;HC01;EA;1.000;0.500;LB
400;MZ-HT-1020;HAWA;ST;1.000;1.000;KG
400;271;HALB;EA;0.000;0.000;
400;MZ-RM-M520-07;ROH;ST;0.500;0.400;KG
400;MZ-RM-FS-S;ROH;EA;0.000;0.000;KG
400;ML_SG_041;HALB;EA;0.000;0.000;KG
400;MLBW-COMP10;HALB;EA;10.000;9.000;KG
400;CH-4110;VERP;EA;0.000;0.500;LB
400;BA-YEL-BWSN;FERT;EA;1.000;1.000;KG
400;MC-1422;VOLL;EA;1.100;1.000;KG
400;MZ-HT-1021;HAWA;ST;1.000;1.000;KG
400;BV65-09;ROH;EA;0.000;0.000;
400;272;HALB;EA;0.000;0.000;
400;MZ-RM-M520-08;ROH;ST;0.500;0.400;KG
400;ML_RM_086;ROH;EA;0.000;0.000;
400;MLBW-COMP09;HALB;EA;10.000;9.000;KG
400;IBP-122-R;ROH;EA;12.000;10.000;KG
400;MH99903;HC01;EA;0.000;0.000;
400;MC-1423;VOLL;EA;1.200;1.000;KG
400;MZ-HT-1022;HAWA;ST;1.000;1.000;KG
400;MZ-RM-M520-09;ROH;ST;0.500;0.400;KG
400;MZ-FG-R893;FERT;ST;6.850;5.000;KG
400;EWM-A01S;HAWA;EA;2.000;2.000;KG
400;273;HALB;EA;0.000;0.000;
400;ML_RM_087;ROH;EA;0.000;0.000;
400;MLBW-COMP08;HALB;EA;10.000;9.000;KG
400;IBP-121-R;ROH;EA;12.000;10.000;KG
800;DS-FG12-1;FERT;KG;100.000;100.000;KG
400;MZ-HT-1036;HAWA;ST;1.000;1.000;KG
400;MZ-RM-M520-10;ROH;ST;0.500;0.400;KG
400;MC-1459;LEER;EA;0.500;0.500;KG
400;274;HALB;EA;0.000;0.000;
400;MH81001;HC01;EA;0.000;0.000;
400;MLBW-COMP07;HALB;EA;10.000;9.000;KG
400;ML_RM_088;ROH;EA;0.000;0.000;
800;DS-SFG11;HALB;KG;0.000;0.000;KG
400;MZ-HT-1040;HAWA;ST;1.000;1.000;KG
400;MR311646;HAWA;EA;0.200;0.200;KG
400;ML-009;SERV;H;0.000;0.000;KG
400;275;HALB;EA;0.000;0.000;
400;MC-1417;VOLL;EA;2.000;2.000;KG
400;ML-CEMENT;ROH;TO;0.000;0.000;KG
400;MLBW-COMP06;HALB;EA;10.000;9.000;KG
400;IBP-212-R;ROH;EA;12.000;10.000;KG
400;MH99917;HC01;BOX;0.000;0.000;
400;MR300441239;HAWA;EA;0.200;0.200;KG
400;TRANSITION_2_1;FERT;KG;0.000;0.000;KG
400;PITEST_4110;ROH;ST;1.000;1.000;KG
400;ML_RM_300;ROH;EA;0.000;0.000;
400;MC-1424;VOLL;EA;9.000;8.160;KG
400;ML_RM_090;ROH;EA;0.000;0.000;
400;MR516112012;MODE;ST;0.200;0.200;KG
400;MLBW-COMP05;HALB;EA;10.000;9.000;KG
400;MZ-FG-R300;FERT;ST;6.850;5.000;KG
400;IBP-211-R;ROH;EA;12.000;10.000;KG
400;MR300441239001;HAWA;EA;0.200;0.200;KG
400;MZ-FG-E207;HALB;ST;0.000;0.000;KG
400;MZ-TG-90;HAWA;ST;1.000;0.900;G
400;253;HALB;EA;0.000;0.000;
400;MZ-FG-E141;FERT;EA;0.000;0.000;KG
400;MC-1460;LEER;EA;0.250;0.250;KG
400;MLBW-COMP04;HALB;EA;10.000;9.000;KG
400;ML_RM_091;ROH;EA;0.000;0.000;
400;MH99941;HC01;BOX;0.000;0.000;
400;IBP-221-R;ROH;EA;12.000;10.000;KG
400;CAMPAIGN;PROD;KG;0.000;0.000;
400;MR300441239002;HAWA;EA;0.200;0.200;KG
400;MZ-RM-M550-03;ROH;ST;0.000;0.000;
400;MZ-FG-E197;FERT;EA;1.200;1.000;KG
400;MZ-TG-A133;HAWA;ST;225.000;225.000;KG
400;MC-1428;VOLL;EA;9.000;8.160;KG
400;MLBW-COMP03;HALB;EA;10.000;9.000;KG
400;ML_SG_037;HALB;EA;0.000;0.000;KG
400;ML-221;HALB;EA;0.000;0.000;
400;IBP-222-R;ROH;EA;12.000;10.000;KG
400;MZ_SCALCI;FERT;ST;6.850;5.000;KG
400;MZ-RM-M550-02;ROH;ST;0.000;0.000;
400;MR300441239003;HAWA;EA;0.200;0.200;KG
400;SG23;HALB;ST;0.500;0.450;KG
400;304;HALB;EA;0.000;0.000;
400;MLBW-COMP02;HALB;EA;10.000;9.000;KG
400;MC-1429;VOLL;EA;9.000;8.160;KG
400;ML-200;ROH;EA;0.000;0.000;KG
400;ML_RM_080;ROH;EA;0.000;0.000;
400;MZ-RM-M550-01;ROH;ST;0.000;0.000;
400;ML-RM-P100-01;ROH;EA;0.000;0.000;
400;IBP-311-R;ROH;EA;12.000;10.000;KG
400;MR300441239004;HAWA;EA;0.200;0.200;KG
400;306;HALB;EA;0.000;0.000;
400;MLBW-COMP01;HALB;EA;10.000;9.000;KG
400;2305;FERT;EA;0.000;0.000;KG
400;MC-1430;VOLL;EA;9.000;8.160;KG
400;ML-201;ROH;EA;0.000;0.000;KG
400;MZ-RM-E103-04;ROH;ST;0.000;0.000;
400;ML-RM-P100-02;ROH;EA;0.000;0.000;
400;IBP-312-R;ROH;EA;12.000;10.000;KG
400;MR300441239005;HAWA;EA;0.200;0.200;KG
400;PP-RM03;ROH;L;0.000;0.000;
400;ML_RM_081;ROH;EA;0.000;0.000;
400;BWSFG-1000;HALB;ST;3.000;3.000;LB
400;2306;FERT;EA;0.000;0.000;
400;MC-1431;VOLL;EA;4.500;4.080;KG
400;BW-MRPCOMP01;HALB;EA;5.000;1.000;KG
400;MZ-RM-M525-10;ROH;ST;0.000;0.000;
400;ML-RM-P200-01;ROH;EA;0.000;0.000;
400;293;HALB;EA;0.000;0.000;
400;MR300495181;HAWA;EA;0.200;0.200;KG
400;PP-RM04;ROH;L;0.000;0.000;
400;2307;FERT;EA;0.000;0.000;
400;MZ-FG-E120;FERT;ST;13.000.000;10.000.000;KG
400;ML_RM_082;ROH;EA;0.000;0.000;
400;MC-1432;VOLL;EA;2.800;2.700;KG
400;ML-202;HALB;EA;0.000;0.000;
400;MZ-RM-M525-09;ROH;ST;0.000;0.000;
400;ML-RM-P200-02;ROH;EA;0.000;0.000;
400;CH-6200;FERT;LB;25.500.000;25.000;LB
400;MR300495181001;HAWA;EA;0.200;0.200;KG
400;2310;FERT;EA;0.000;0.000;
400;MZ_FG_E202;FERT;ST;0.000;0.000;KG
400;ML_RM_084;ROH;EA;0.000;0.000;
400;ML-203;HALB;EA;0.000;0.000;
400;MC-1433;VOLL;EA;2.800;2.700;KG
400;MZ-RM-M525-08;ROH;ST;0.000;0.000;
400;MZ-TG-Y120;HAWA;ST;1.000;0.900;G
400;ROUTINSTALL;DIEN;H;0.000;0.000;KG
400;2311;FERT;EA;0.000;0.000;
400;MR300495181002;HAWA;EA;0.200;0.200;KG
400;DS1_MAT_PG;PROD;EA;0.000;0.000;
400;ML-204;HALB;EA;0.000;0.000;
400;ML_RM_085;ROH;EA;0.000;0.000;
400;MC-1434;VOLL;EA;2.200;2.040;KG
400;MZ-RM-M525-07;ROH;ST;0.000;0.000;
400;MZ-TG-Y200;HAWA;ST;1.000;0.900;G
400;MZ-TG-TP2-A130;HAWA;EA;1.000;1.000;KG
400;2312;FERT;EA;0.000;0.000;
400;MR300495181003;HAWA;EA;0.200;0.200;KG
400;ML-205;HALB;EA;0.000;0.000;
400;ML_SG_036;HALB;EA;0.000;0.000;KG
400;MZ-RM-M525-06;ROH;ST;15.000;7.000;KG
400;MC-1435;VOLL;EA;2.200;2.040;KG
400;MZ-FG-E123;FERT;ST;35.000.000;20.000.000;KG
400;308;HALB;EA;0.000;0.000;
400;MZ-TG-Y240;HAWA;ST;1.000;0.900;G
400;MZ-TG-TP2-A131;HAWA;EA;1.000;1.000;KG
400;2313;FERT;EA;0.000;0.000;
400;ML-206;HALB;EA;0.000;0.000;
400;MR300495181004;HAWA;EA;0.200;0.200;KG
400;MZ-RM-M525-05;ROH;ST;0.000;0.000;
400;ML_RM_332;ROH;EA;0.000;0.000;
400;MC-1436;VOLL;EA;7.500;7.280;KG
400;MZ-TG-TP2-A132;HAWA;EA;1.000;1.000;KG
400;2314;FERT;EA;0.000;0.000;
400;EWM-A11;HAWA;ST;2.000;2.000;KG
400;CH-1430;YQRM;LB;0.000;0.000;
400;ML-207;HALB;EA;0.000;0.000;
400;MR300495181005;HAWA;EA;0.200;0.200;KG
400;MZ-RM-E103-05;ROH;ST;0.000;0.000;
400;MC-1437;VOLL;EA;7.500;7.280;KG
400;ML_RM_333;ROH;EA;0.000;0.000;
400;MR319111;HAWA;EA;0.150;0.150;KG
400;2315;FERT;EA;0.000;0.000;
400;MZ-RM-P01;ROH;ST;0.270;0.200;KG
400;ML-208;HALB;EA;0.000;0.000;
400;BWRM-1000;ROH;ST;12.000;10.000;LB
400;MR300495181006;HAWA;EA;0.200;0.200;KG
400;MZ-RM-M525-04;ROH;ST;0.000;0.000;
400;310;HALB;EA;0.000;0.000;
400;MC-1438;VOLL;EA;7.500;7.280;KG
400;ML_RM_334;ROH;EA;0.000;0.000;
400;SG29;HALB;ST;7.000;3.000;KG
400;2316;FERT;EA;0.000;0.000;
400;ML-209;HALB;EA;0.000;0.000;
400;ML-PROJECT;SERV;EA;0.000;0.000;KG
400;ML_RM_243;ROH;EA;0.000;0.000;
400;MR300495181007;HAWA;EA;0.200;0.200;KG
400;MZ-RM-M525-03;ROH;ST;0.000;0.000;
400;PP-RM05;ROH;ST;0.500;0.400;KG
400;ML_RM_335;ROH;EA;0.000;0.000;
400;FG129;FERT;ST;6.850;5.000;KG
400;MC-1439;VOLL;EA;7.500;7.280;KG
400;2317;FERT;EA;0.000;0.000;
400;ML-210;HALB;EA;0.000;0.000;
400;ML_RM_244;ROH;EA;0.000;0.000;
400;EWM-A15;HAWA;ST;2.000;2.000;KG
400;MR300495181008;HAWA;EA;0.200;0.200;KG
400;MR516101001;MODE;ST;0.200;0.200;KG
400;PP-RM06;ROH;ST;0.500;0.400;KG
400;RM233-1;ROH;ST;0.500;0.400;KG
400;ML_RM_336;ROH;EA;0.000;0.000;
400;MC-1440;VOLL;EA;5.500;5.400;KG
400;ML-211;HALB;EA;0.000;0.000;
400;ML_RM_245;ROH;EA;0.000;0.000;
400;2318;FERT;EA;0.000;0.000;
400;EWM-A16;HAWA;ST;2.000;2.000;KG
400;MR300495181009;HAWA;EA;0.200;0.200;KG
400;MZ-RM-M525-02;ROH;ST;0.000;0.000;
400;MR319112;HAWA;EA;0.150;0.150;KG
400;PP-FG03;FERT;ST;7.400;5.000;KG
400;ML-212;HALB;EA;0.000;0.000;
400;MC-1441;VOLL;EA;5.500;5.400;KG
400;ML_RM_337;ROH;EA;0.000;0.000;
400;ML_RM_246;ROH;EA;0.000;0.000;
400;2319;FERT;EA;0.000;0.000;
400;EWM-A17;HAWA;ST;2.000;2.000;KG
400;ML-010;SERV;H;0.000;0.000;KG
400;MR300495181010;HAWA;EA;0.200;0.200;KG
400;FG233;FERT;ST;10.000;9.000;KG
400;ML-213;HALB;EA;0.000;0.000;
400;ML_RM_024;ROH;EA;0.000;0.000;
400;ML_RM_247;ROH;EA;0.000;0.000;
400;MC-1442;VOLL;EA;5.500;5.400;KG
400;2320;FERT;EA;0.000;0.000;
400;MR115195;HAWA;EA;0.300;0.300;KG
400;ML-011;SERV;H;0.000;0.000;KG
400;MR311711;HAWA;EA;0.200;0.200;KG
400;ML_RM_338;ROH;EA;0.000;0.000;
400;ML-214;HALB;EA;0.000;0.000;
400;CH-1445;YQRM;LB;1.000;1.000;LB
400;MC-1443;VOLL;EA;5.500;5.400;KG
400;ML_RM_025;ROH;EA;0.000;0.000;
400;ML-012;SERV;H;0.000;0.000;KG
400;SG22;HALB;ST;0.500;0.450;KG
400;MR300015407;HAWA;EA;0.150;0.150;KG
400;ETO_MACHINE;FERT;ST;2.500.000;2.400.000;KG
400;2321;FERT;EA;0.000;0.000;
400;ML-215;HALB;EA;0.000;0.000;
400;ML_RM_248;ROH;EA;0.000;0.000;
400;ML_RM_339;ROH;EA;0.000;0.000;
400;MC-1444;VOLL;EA;5.500;5.400;KG
400;MZ-FG-R100;FERT;ST;15.000;7.000;KG
400;MR300612775;HAWA;EA;0.150;0.150;KG
400;MZ-P106;FERT;KG;0.000;0.000;KG
400;ML-217;HALB;EA;0.000;0.000;
400;BWFG-1000;FERT;ST;280.000;250.000;LB
400;MR311362;HAWA;EA;0.200;0.200;KG
400;SG233;HALB;ST;0.500;0.150;KG
400;ML-013;SERV;H;0.000;0.000;KG
400;ML_RM_089;ROH;EA;0.000;0.000;
400;MR300613249;HAWA;EA;0.200;0.200;KG
400;2322;FERT;EA;0.000;0.000;
400;PP-RM10;ROH;ST;1.500;1.300;KG
400;ML-218;HALB;EA;0.000;0.000;
400;BW-9900;ROH;ST;12.000;10.000;LB
400;MC-1445;VOLL;EA;5.500;5.400;KG
400;ML-SERVER;FERT;EA;0.000;0.000;KG
400;ML-014;SERV;H;0.000;0.000;KG
400;ML_RM_083;ROH;EA;0.000;0.000;
400;MR300613249001;HAWA;EA;0.200;0.200;KG
400;MRP_PROD03;FERT;EA;1.000;1.000;KG
400;RACER;VEHI;ST;1.000.000;1.000.000;KG
400;2323;FERT;EA;0.000;0.000;
400;ML-219;HALB;EA;0.000;0.000;
400;BW-9800;ROH;ST;12.000;10.000;LB
400;ML-RM-L10-01;ROH;ST;0.000;0.000;
400;141;HALB;EA;0.000;0.000;
400;MC-1446;VOLL;EA;4.500;4.080;KG
400;MR300613249002;HAWA;EA;0.200;0.200;KG
400;TG0001;MAT;ST;0.000;0.000;
400;MRP_PROD02;FERT;EA;1.000;1.000;KG
400;2324;FERT;EA;0.000;0.000;
400;CH-8812;ERSA;EA;0.000;0.000;
400;BW-MRPFG01;FERT;EA;10.000;1.000;KG
400;ML-RM-L10-02;ROH;ST;0.000;0.000;
400;142;HALB;EA;0.000;0.000;
400;MR300613249003;HAWA;EA;0.200;0.200;KG
400;MR311721;HAWA;EA;0.200;0.200;KG
400;MC-1447;VOLL;EA;4.500;4.080;KG
400;2325;FERT;EA;0.000;0.000;
400;MZ-P104;FERT;KG;0.000;0.000;
400;329;HALB;EA;0.000;0.000;
400;BW-MRPRAW11;ROH;EA;12.000;10.000;KG
400;ML-FG-L10;FERT;ST;0.000;0.000;KG
400;NS0001;NLAG;ST;0.000;0.000;
400;MR300613249004;HAWA;EA;0.200;0.200;KG
400;MC-1448;VOLL;EA;4.500;4.080;KG
400;2326;FERT;EA;0.000;0.000;
400;MRP_COMP09;HALB;EA;1.000;1.000;KG
400;330;HALB;EA;0.000;0.000;
400;LUX_AUTO;VEHI;ST;1.000.000;1.000.000;KG
400;CH-8910;IBAU;EA;0.000;0.000;
400;DSN_PROD101M;FERT;EA;1.000;1.000;KG
400;392;ROH;EA;0.000;0.000;
400;2327;FERT;EA;0.000;0.000;
400;MC-1449;VOLL;EA;4.500;4.080;KG
400;PP-FG04;FERT;EA;1.200;1.000;KG
400;ML-015;SERV;H;0.000;0.000;KG
400;DSN_PROD100M;FERT;EA;1.000;1.000;KG
400;231;HALB;EA;0.000;0.000;
400;393;ROH;EA;0.000;0.000;
400;EWM-A30;FERT;EA;2.000;2.000;KG
400;MRP_COMP08;HALB;EA;1.000;1.000;KG
400;MZ-RM-E142;ROH;EA;0.000;0.000;KG
400;2328;FERT;EA;0.000;0.000;
400;MC-1450;VOLL;EA;0.018;0.018;KG
400;340;HALB;L;0.000;0.000;
400;MZ-RM-M525-01;ROH;ST;0.000;0.000;
400;DSN_PROD102M;FERT;EA;1.000;1.000;KG
400;EWM-A10;HAWA;ST;25.000;25.000;KG
400;394;ROH;EA;0.000;0.000;
400;2329;FERT;EA;0.000;0.000;
400;MRP_COMP07;HALB;EA;1.000;1.000;KG
400;MC-1451;VOLL;EA;0.018;0.018;KG
400;MZ-RM-M500-10;ROH;ST;0.000;0.000;
400;892;HALB;EA;0.000;0.000;
400;TKW_1010;HALB;EA;87.500;87.500;LB
400;ATP-E202;FERT;EA;15.000;7.000;KG
400;395;ROH;EA;0.000;0.000;
400;2330;FERT;EA;0.000;0.000;
400;MR311731;HAWA;EA;0.200;0.200;KG
400;MZ-RM158-1;ROH;ST;0.000;0.000;
400;MZ-RM-M500-09;ROH;ST;0.000;0.000;
400;MC-1452;VOLL;EA;0.018;0.018;KG
400;ML_FG_011;FERT;EA;2.300.000;2.000.000;KG
400;DS5_COMP01;HALB;EA;1.000;1.000;KG
400;396;ROH;EA;0.000;0.000;
400;2331;FERT;EA;0.000;0.000;
400;MZ-RM-M500-08;ROH;ST;0.000;0.000;
400;MC-1453;VOLL;EA;0.018;0.018;KG
400;332;HALB;EA;0.000;0.000;
400;PP-SG03;HALB;ST;1.050;0.900;KG
400;MZ-P105;FERT;KG;0.000;0.000;
400;ATP-E215;FERT;EA;15.000;7.000;KG
400;397;ROH;EA;0.000;0.000;
400;DS5_PROD02;FERT;EA;1.000;1.000;KG
400;2332;FERT;EA;0.000;0.000;
400;MZ-RM-M500-07;ROH;ST;0.000;0.000;
400;MC-1454;VOLL;EA;0.018;0.018;KG
400;ML_FG_012;FERT;EA;2.300.000;2.000.000;KG
400;398;ROH;EA;0.000;0.000;
400;BW-9700;ROH;ST;12.000;10.000;LB
400;MRP_COMP06;HALB;EA;1.000;1.000;KG
400;MZ-FG-C950;FERT;ST;15.000;7.000;KG
400;2333;FERT;EA;0.000;0.000;
400;MH99901;HC01;EA;0.000;0.000;
400;MR311811;HAWA;EA;0.200;0.200;KG
400;DS5_PROD03;FERT;EA;1.000;1.000;KG
400;MC-1455;VOLL;EA;0.018;0.018;KG
400;399;ROH;EA;0.000;0.000;
400;2334;FERT;EA;0.000;0.000;
400;MZ-RM-M500-06;ROH;ST;0.000;0.000;
400;ML_FG_010;FERT;EA;2.200.000;2.000.000;KG
400;DS5_PROD04;FERT;EA;1.000;1.000;KG
