439, 4091, 0, Texas, 2017-05-18T15:25:52.933Z, d75ac4456119
396, 4068, 2, Monaco, 2017-05-29T16:37:59.624Z, d4c614c14ebd
400, 4104, 1, Monaco, 2017-05-29T16:37:59.876Z, d4e1143c45cc
391, 4062, 2, Monaco, 2017-05-29T16:38:00.128Z, d4c614c14ebd
408, 4089, 1, Monaco, 2017-05-29T16:38:00.331Z, d4e1143c45cc
408, 4054, 2, Monaco, 2017-05-29T16:38:00.532Z, d4c614c14ebd
393, 4078, 1, Monaco, 2017-05-29T16:38:00.733Z, d4e1143c45cc
408, 4051, 2, Monaco, 2017-05-29T16:38:00.936Z, d4c614c14ebd
393, 4072, 1, Monaco, 2017-05-29T16:38:01.087Z, d4e1143c45cc
386, 4049, 2, Monaco, 2017-05-29T16:38:01.493Z, d4c614c14ebd
389, 4067, 1, Monaco, 2017-05-29T16:38:01.618Z, d4e1143c45cc
399, 4098, 2, Monaco, 2017-05-29T16:38:01.963Z, d4c614c14ebd
386, 4061, 1, Monaco, 2017-05-29T16:38:02.020Z, d4e1143c45cc
404, 4085, 2, Monaco, 2017-05-29T16:38:02.372Z, d4c614c14ebd
407, 4055, 1, Monaco, 2017-05-29T16:38:02.478Z, d4e1143c45cc
397, 4057, 1, Monaco, 2017-05-29T16:38:02.830Z, d4e1143c45cc
382, 4090, 2, Monaco, 2017-05-29T16:38:02.883Z, d4c614c14ebd
411, 4054, 1, Monaco, 2017-05-29T16:38:03.286Z, d4e1143c45cc
398, 4076, 2, Monaco, 2017-05-29T16:38:03.387Z, d4c614c14ebd
397, 4051, 1, Monaco, 2017-05-29T16:38:03.595Z, d4e1143c45cc
408, 4068, 2, Monaco, 2017-05-29T16:38:03.690Z, d4c614c14ebd
425, 4127, 1, Monaco, 2017-05-29T16:38:03.995Z, d4e1143c45cc
408, 4071, 2, Monaco, 2017-05-29T16:38:04.247Z, d4c614c14ebd
402, 4112, 1, Monaco, 2017-05-29T16:38:04.499Z, d4e1143c45cc
397, 4061, 2, Monaco, 2017-05-29T16:38:04.650Z, d4c614c14ebd
389, 4221, 1, Monaco, 2017-05-29T16:38:04.903Z, d4e1143c45cc
396, 4074, 2, Monaco, 2017-05-29T16:38:05.055Z, d4c614c14ebd
391, 4181, 1, Monaco, 2017-05-29T16:38:05.305Z, d4e1143c45cc
419, 4065, 2, Monaco, 2017-05-29T16:38:05.614Z, d4c614c14ebd
383, 4151, 1, Monaco, 2017-05-29T16:38:05.761Z, d4e1143c45cc
401, 4075, 2, Monaco, 2017-05-29T16:38:06.017Z, d4c614c14ebd
413, 4121, 1, Monaco, 2017-05-29T16:38:06.163Z, d4e1143c45cc
406, 4067, 2, Monaco, 2017-05-29T16:38:06.416Z, d4c614c14ebd
401, 4103, 1, Monaco, 2017-05-29T16:38:06.523Z, d4e1143c45cc
414, 4088, 1, Monaco, 2017-05-29T16:38:06.928Z, d4e1143c45cc
380, 4067, 2, Monaco, 2017-05-29T16:38:06.979Z, d4c614c14ebd
402, 4081, 1, Monaco, 2017-05-29T16:38:07.331Z, d4e1143c45cc
403, 4055, 2, Monaco, 2017-05-29T16:38:07.384Z, d4c614c14ebd
420, 4073, 1, Monaco, 2017-05-29T16:38:07.687Z, d4e1143c45cc
391, 4052, 2, Monaco, 2017-05-29T16:38:07.750Z, d4c614c14ebd
400, 4087, 1, Monaco, 2017-05-29T16:38:08.157Z, d4e1143c45cc
398, 4049, 2, Monaco, 2017-05-29T16:38:08.320Z, d4c614c14ebd
395, 4077, 1, Monaco, 2017-05-29T16:38:08.531Z, d4e1143c45cc
395, 4047, 2, Monaco, 2017-05-29T16:38:08.706Z, d4c614c14ebd
390, 4069, 1, Monaco, 2017-05-29T16:38:09.043Z, d4e1143c45cc
402, 4043, 2, Monaco, 2017-05-29T16:38:09.112Z, d4c614c14ebd
377, 4134, 1, Monaco, 2017-05-29T16:38:09.497Z, d4e1143c45cc
400, 4040, 2, Monaco, 2017-05-29T16:38:09.648Z, d4c614c14ebd
399, 4102, 1, Monaco, 2017-05-29T16:38:09.901Z, d4e1143c45cc
402, 4037, 2, Monaco, 2017-05-29T16:38:10.058Z, d4c614c14ebd
393, 4092, 1, Monaco, 2017-05-29T16:38:10.253Z, d4e1143c45cc
384, 4036, 2, Monaco, 2017-05-29T16:38:10.555Z, d4c614c14ebd
415, 4081, 1, Monaco, 2017-05-29T16:38:10.685Z, d4e1143c45cc
386, 4069, 1, Monaco, 2017-05-29T16:38:11.060Z, d4e1143c45cc
378, 4071, 2, Monaco, 2017-05-29T16:38:11.064Z, d4c614c14ebd
422, 4060, 1, Monaco, 2017-05-29T16:38:11.450Z, d4e1143c45cc
402, 4059, 2, Monaco, 2017-05-29T16:38:11.465Z, d4c614c14ebd
399, 4052, 2, Monaco, 2017-05-29T16:38:11.857Z, d4c614c14ebd
414, 4057, 1, Monaco, 2017-05-29T16:38:11.913Z, d4e1143c45cc
399, 4053, 1, Monaco, 2017-05-29T16:38:12.365Z, d4e1143c45cc
403, 4046, 2, Monaco, 2017-05-29T16:38:12.468Z, d4c614c14ebd
394, 4101, 1, Monaco, 2017-05-29T16:38:12.727Z, d4e1143c45cc
394, 4041, 2, Monaco, 2017-05-29T16:38:12.832Z, d4c614c14ebd
373, 4086, 1, Monaco, 2017-05-29T16:38:13.204Z, d4e1143c45cc
400, 4039, 2, Monaco, 2017-05-29T16:38:13.215Z, d4c614c14ebd
402, 4076, 1, Monaco, 2017-05-29T16:38:13.644Z, d4e1143c45cc
417, 4035, 2, Monaco, 2017-05-29T16:38:13.801Z, d4c614c14ebd
406, 4146, 1, Monaco, 2017-05-29T16:38:13.968Z, d4e1143c45cc
413, 4033, 2, Monaco, 2017-05-29T16:38:14.195Z, d4c614c14ebd
400, 4121, 1, Monaco, 2017-05-29T16:38:14.365Z, d4e1143c45cc
399, 4034, 2, Monaco, 2017-05-29T16:38:14.631Z, d4c614c14ebd
389, 4100, 1, Monaco, 2017-05-29T16:38:14.782Z, d4e1143c45cc
413, 4084, 1, Monaco, 2017-05-29T16:38:15.138Z, d4e1143c45cc
381, 4039, 2, Monaco, 2017-05-29T16:38:15.152Z, d4c614c14ebd
392, 4038, 2, Monaco, 2017-05-29T16:38:15.548Z, d4c614c14ebd
394, 4073, 1, Monaco, 2017-05-29T16:38:15.604Z, d4e1143c45cc
399, 4067, 2, Monaco, 2017-05-29T16:38:15.955Z, d4c614c14ebd
399, 4104, 1, Monaco, 2017-05-29T16:38:16.007Z, d4e1143c45cc
390, 4091, 1, Monaco, 2017-05-29T16:38:16.468Z, d4e1143c45cc
388, 4058, 2, Monaco, 2017-05-29T16:38:16.523Z, d4c614c14ebd
401, 4058, 2, Monaco, 2017-05-29T16:38:16.911Z, d4c614c14ebd
387, 4077, 1, Monaco, 2017-05-29T16:38:16.930Z, d4e1143c45cc
411, 4051, 2, Monaco, 2017-05-29T16:38:17.297Z, d4c614c14ebd
403, 3889, 1, Monaco, 2017-05-30T05:51:29.561Z, d51c94a9c2f8
400, 3884, 1, Monaco, 2017-05-30T05:51:29.911Z, d51c94a9c2f8
382, 3946, 1, Monaco, 2017-05-30T05:51:30.464Z, d51c94a9c2f8
392, 3915, 1, Monaco, 2017-05-30T05:51:30.867Z, d51c94a9c2f8
395, 3953, 1, Monaco, 2017-05-30T05:51:31.268Z, d51c94a9c2f8
372, 3927, 1, Monaco, 2017-05-30T05:51:31.772Z, d51c94a9c2f8
401, 3899, 1, Monaco, 2017-05-30T05:51:32.173Z, d51c94a9c2f8
389, 3920, 1, Monaco, 2017-05-30T05:51:32.575Z, d51c94a9c2f8
360, 3916, 1, Monaco, 2017-05-30T05:51:33.081Z, d51c94a9c2f8
397, 3961, 1, Monaco, 2017-05-30T05:51:33.483Z, d51c94a9c2f8
388, 3934, 1, Monaco, 2017-05-30T05:51:33.988Z, d51c94a9c2f8
380, 3995, 1, Monaco, 2017-05-30T05:51:34.491Z, d51c94a9c2f8
393, 3952, 1, Monaco, 2017-05-30T05:51:34.903Z, d51c94a9c2f8
390, 3927, 1, Monaco, 2017-05-30T05:51:35.293Z, d51c94a9c2f8
372, 3906, 1, Monaco, 2017-05-30T05:51:35.799Z, d51c94a9c2f8
402, 3888, 1, Monaco, 2017-05-30T05:51:36.200Z, d51c94a9c2f8
392, 3876, 1, Monaco, 2017-05-30T05:51:36.602Z, d51c94a9c2f8
401, 3865, 1, Monaco, 2017-05-30T05:51:37.161Z, d51c94a9c2f8
400, 3867, 1, Monaco, 2017-05-30T05:51:37.562Z, d51c94a9c2f8
400, 3862, 1, Monaco, 2017-05-30T05:51:37.959Z, d51c94a9c2f8
385, 3878, 1, Monaco, 2017-05-30T05:51:38.521Z, d51c94a9c2f8
388, 3860, 1, Monaco, 2017-05-30T05:51:38.920Z, d51c94a9c2f8
392, 3856, 1, Monaco, 2017-05-30T05:51:39.291Z, d51c94a9c2f8
370, 3853, 1, Monaco, 2017-05-30T05:51:39.824Z, d51c94a9c2f8
400, 3849, 1, Monaco, 2017-05-30T05:51:40.217Z, d51c94a9c2f8
388, 3845, 1, Monaco, 2017-05-30T05:51:40.627Z, d51c94a9c2f8
364, 3844, 1, Monaco, 2017-05-30T05:51:41.282Z, d51c94a9c2f8
397, 3859, 1, Monaco, 2017-05-30T05:51:41.540Z, d51c94a9c2f8
396, 3857, 1, Monaco, 2017-05-30T05:51:42.035Z, d51c94a9c2f8
384, 3851, 1, Monaco, 2017-05-30T05:51:42.538Z, d51c94a9c2f8
399, 3847, 1, Monaco, 2017-05-30T05:51:42.939Z, d51c94a9c2f8
396, 3845, 1, Monaco, 2017-05-30T05:51:43.346Z, d51c94a9c2f8
373, 3842, 1, Monaco, 2017-05-30T05:51:43.851Z, d51c94a9c2f8
399, 3840, 1, Monaco, 2017-05-30T05:51:44.255Z, d51c94a9c2f8
397, 3838, 1, Monaco, 2017-05-30T05:51:44.659Z, d51c94a9c2f8
401, 3875, 1, Monaco, 2017-05-30T05:51:45.211Z, d51c94a9c2f8
400, 3863, 1, Monaco, 2017-05-30T05:51:45.580Z, d51c94a9c2f8
392, 3857, 1, Monaco, 2017-05-30T05:51:46.001Z, d51c94a9c2f8
395, 3864, 1, Monaco, 2017-05-30T05:51:46.563Z, d51c94a9c2f8
395, 3856, 1, Monaco, 2017-05-30T05:51:46.968Z, d51c94a9c2f8
397, 3854, 1, Monaco, 2017-05-30T05:51:47.370Z, d51c94a9c2f8
370, 3854, 1, Monaco, 2017-05-30T05:51:47.872Z, d51c94a9c2f8
399, 3849, 1, Monaco, 2017-05-30T05:51:48.280Z, d51c94a9c2f8
388, 3847, 1, Monaco, 2017-05-30T05:51:48.680Z, d51c94a9c2f8
375, 3844, 1, Monaco, 2017-05-30T05:51:49.185Z, d51c94a9c2f8
402, 3842, 1, Monaco, 2017-05-30T05:51:49.587Z, d51c94a9c2f8
394, 3842, 1, Monaco, 2017-05-30T05:51:50.139Z, d51c94a9c2f8
408, 3841, 1, Monaco, 2017-05-30T05:51:50.592Z, d51c94a9c2f8
402, 3842, 1, Monaco, 2017-05-30T05:51:50.996Z, d51c94a9c2f8
387, 3839, 1, Monaco, 2017-05-30T05:51:51.397Z, d51c94a9c2f8
388, 3845, 1, Monaco, 2017-05-30T05:51:52.300Z, d51c94a9c2f8
398, 3844, 1, Monaco, 2017-05-30T05:51:52.703Z, d51c94a9c2f8
390, 3840, 1, Monaco, 2017-05-30T05:51:53.259Z, d51c94a9c2f8
400, 3841, 1, Monaco, 2017-05-30T05:51:53.665Z, d51c94a9c2f8
393, 3841, 1, Monaco, 2017-05-30T05:51:54.067Z, d51c94a9c2f8
389, 3931, 1, Monaco, 2017-05-30T05:51:54.619Z, d51c94a9c2f8
393, 3904, 1, Monaco, 2017-05-30T05:51:55.023Z, d51c94a9c2f8
389, 3889, 1, Monaco, 2017-05-30T05:51:55.380Z, d51c94a9c2f8
375, 3876, 1, Monaco, 2017-05-30T05:51:55.978Z, d51c94a9c2f8
400, 3863, 1, Monaco, 2017-05-30T05:51:56.330Z, d51c94a9c2f8
393, 3857, 1, Monaco, 2017-05-30T05:51:56.734Z, d51c94a9c2f8
372, 3848, 1, Monaco, 2017-05-30T05:51:57.236Z, d51c94a9c2f8
397, 3845, 1, Monaco, 2017-05-30T05:51:57.641Z, d51c94a9c2f8
399, 3882, 1, Monaco, 2017-05-30T05:51:58.143Z, d51c94a9c2f8
388, 3872, 1, Monaco, 2017-05-30T05:51:58.650Z, d51c94a9c2f8
394, 3861, 1, Monaco, 2017-05-30T05:51:59.018Z, d51c94a9c2f8
382, 3854, 1, Monaco, 2017-05-30T05:51:59.429Z, d51c94a9c2f8
371, 3858, 1, Monaco, 2017-05-30T05:51:59.954Z, d51c94a9c2f8
391, 3850, 1, Monaco, 2017-05-30T05:52:00.333Z, d51c94a9c2f8
399, 3843, 1, Monaco, 2017-05-30T05:52:00.759Z, d51c94a9c2f8
396, 3838, 1, Monaco, 2017-05-30T05:52:01.290Z, d51c94a9c2f8
400, 3838, 1, Monaco, 2017-05-30T05:52:01.721Z, d51c94a9c2f8
401, 3837, 1, Monaco, 2017-05-30T05:52:02.093Z, d51c94a9c2f8
381, 3854, 1, Monaco, 2017-05-30T05:52:02.680Z, d51c94a9c2f8
394, 3845, 1, Monaco, 2017-05-30T05:52:03.070Z, d51c94a9c2f8
391, 3886, 1, Monaco, 2017-05-30T05:52:03.448Z, d51c94a9c2f8
374, 3874, 1, Monaco, 2017-05-30T05:52:03.962Z, d51c94a9c2f8
391, 3859, 1, Monaco, 2017-05-30T05:52:04.384Z, d51c94a9c2f8
398, 3853, 1, Monaco, 2017-05-30T05:52:04.763Z, d51c94a9c2f8
365, 3847, 1, Monaco, 2017-05-30T05:52:05.270Z, d51c94a9c2f8
393, 3856, 1, Monaco, 2017-05-30T05:52:05.678Z, d51c94a9c2f8
399, 3851, 1, Monaco, 2017-05-30T05:52:06.232Z, d51c94a9c2f8
395, 3849, 1, Monaco, 2017-05-30T05:52:06.687Z, d51c94a9c2f8
396, 3895, 1, Monaco, 2017-05-30T05:52:07.089Z, d51c94a9c2f8
382, 3881, 1, Monaco, 2017-05-30T05:52:07.494Z, d51c94a9c2f8
398, 3869, 1, Monaco, 2017-05-30T05:52:08.448Z, d51c94a9c2f8
402, 3843, 1, Monaco, 2017-05-30T05:52:08.801Z, d51c94a9c2f8
398, 3840, 1, Monaco, 2017-05-30T05:52:09.369Z, d51c94a9c2f8
395, 3871, 1, Monaco, 2017-05-30T05:52:09.757Z, d51c94a9c2f8
398, 3862, 1, Monaco, 2017-05-30T05:52:10.160Z, d51c94a9c2f8
386, 3856, 1, Monaco, 2017-05-30T05:52:11.444Z, d51c94a9c2f8
377, 3839, 1, Monaco, 2017-05-30T05:52:11.965Z, d51c94a9c2f8
398, 3842, 1, Monaco, 2017-05-30T05:52:12.331Z, d51c94a9c2f8
387, 3872, 1, Monaco, 2017-05-30T05:52:12.757Z, d51c94a9c2f8
353, 3861, 1, Monaco, 2017-05-30T05:52:13.264Z, d51c94a9c2f8
401, 3852, 1, Monaco, 2017-05-30T05:52:13.672Z, d51c94a9c2f8
389, 3849, 1, Monaco, 2017-05-30T05:52:14.174Z, d51c94a9c2f8
401, 3844, 1, Monaco, 2017-05-30T05:52:14.679Z, d51c94a9c2f8
405, 3840, 1, Monaco, 2017-05-30T05:52:15.082Z, d51c94a9c2f8
385, 3837, 1, Monaco, 2017-05-30T05:52:15.433Z, d51c94a9c2f8
398, 3835, 1, Monaco, 2017-05-30T05:52:16.686Z, d51c94a9c2f8
392, 3922, 1, Monaco, 2017-05-30T05:52:17.251Z, d51c94a9c2f8
402, 3894, 1, Monaco, 2017-05-30T05:52:17.641Z, d51c94a9c2f8
409, 3881, 1, Monaco, 2017-05-30T05:52:18.044Z, d51c94a9c2f8
370, 3870, 1, Monaco, 2017-05-30T05:52:18.553Z, d51c94a9c2f8
387, 3860, 1, Monaco, 2017-05-30T05:52:18.961Z, d51c94a9c2f8
388, 3850, 1, Monaco, 2017-05-30T05:52:19.321Z, d51c94a9c2f8
382, 3856, 1, Monaco, 2017-05-30T05:52:19.774Z, d51c94a9c2f8
407, 3850, 1, Monaco, 2017-05-30T05:52:20.180Z, d51c94a9c2f8
388, 3844, 1, Monaco, 2017-05-30T05:52:20.595Z, d51c94a9c2f8
354, 3850, 1, Monaco, 2017-05-30T05:52:21.103Z, d51c94a9c2f8
402, 3845, 1, Monaco, 2017-05-30T05:52:21.470Z, d51c94a9c2f8
385, 3843, 1, Monaco, 2017-05-30T05:52:22.008Z, d51c94a9c2f8
395, 3927, 1, Monaco, 2017-05-30T05:52:22.861Z, d51c94a9c2f8
391, 3892, 1, Monaco, 2017-05-30T05:52:23.221Z, d51c94a9c2f8
297, 3876, 1, Monaco, 2017-05-30T05:52:23.688Z, d51c94a9c2f8
597, 3874, 1, Monaco, 2017-05-30T05:54:31.622Z, d51c94a9c2f8
608, 3891, 1, Monaco, 2017-05-30T05:54:31.980Z, d51c94a9c2f8
617, 3880, 1, Monaco, 2017-05-30T05:54:32.235Z, d51c94a9c2f8
351, 3871, 1, Monaco, 2017-05-30T05:54:32.494Z, d51c94a9c2f8
606, 3872, 1, Monaco, 2017-05-30T05:54:36.204Z, d51c94a9c2f8
621, 3836, 1, Monaco, 2017-05-30T05:54:36.457Z, d51c94a9c2f8
608, 3834, 1, Monaco, 2017-05-30T05:54:36.712Z, d51c94a9c2f8
333, 3831, 1, Monaco, 2017-05-30T05:54:37.014Z, d51c94a9c2f8
699, 3828, 1, Monaco, 2017-05-30T05:54:38.589Z, d51c94a9c2f8
0, 4071, 0, Texas, 2017-05-30T05:54:39.104Z, cf9feae07536
382, 4040, 0, Texas, 2017-05-30T07:23:50.518Z, d4c614c14ebd
408, 4071, 0, Texas, 2017-05-30T07:23:50.870Z, d4c614c14ebd
403, 4020, 0, Texas, 2017-05-30T07:23:50.921Z, d4e1143c45cc
393, 4057, 0, Texas, 2017-05-30T07:23:51.274Z, d4c614c14ebd
393, 4005, 0, Texas, 2017-05-30T07:23:51.377Z, d4e1143c45cc
413, 4128, 0, Texas, 2017-05-30T07:23:51.629Z, d4c614c14ebd
407, 4000, 0, Texas, 2017-05-30T07:23:51.737Z, d4e1143c45cc
390, 4098, 0, Texas, 2017-05-30T07:23:52.033Z, d4c614c14ebd
402, 3995, 0, Texas, 2017-05-30T07:23:52.242Z, d4e1143c45cc
420, 4079, 0, Texas, 2017-05-30T07:23:52.438Z, d4c614c14ebd
390, 3994, 0, Texas, 2017-05-30T07:23:52.640Z, d4e1143c45cc
410, 4066, 0, Texas, 2017-05-30T07:23:52.898Z, d4c614c14ebd
400, 3993, 1, Texas, 2017-05-30T07:23:53.047Z, d4e1143c45cc
394, 4049, 0, Texas, 2017-05-30T07:23:53.352Z, d4c614c14ebd
370, 4023, 1, Texas, 2017-05-30T07:23:53.555Z, d4e1143c45cc
397, 4039, 1, Texas, 2017-05-30T07:23:53.710Z, d4c614c14ebd
386, 4049, 2, Texas, 2017-05-30T07:23:53.911Z, d4e1143c45cc
380, 4030, 1, Texas, 2017-05-30T07:23:54.173Z, d4c614c14ebd
397, 4035, 2, Texas, 2017-05-30T07:23:54.363Z, d4e1143c45cc
405, 4022, 1, Texas, 2017-05-30T07:23:54.576Z, d4c614c14ebd
416, 4022, 2, Texas, 2017-05-30T07:23:54.765Z, d4e1143c45cc
388, 4018, 1, Texas, 2017-05-30T07:23:54.982Z, d4c614c14ebd
391, 4011, 2, Texas, 2017-05-30T07:23:55.221Z, d4e1143c45cc
401, 4013, 1, Texas, 2017-05-30T07:23:55.372Z, d4c614c14ebd
410, 4003, 2, Texas, 2017-05-30T07:23:55.686Z, d4e1143c45cc
396, 4062, 1, Texas, 2017-05-30T07:23:55.774Z, d4c614c14ebd
401, 4005, 2, Texas, 2017-05-30T07:23:56.081Z, d4e1143c45cc
413, 4050, 2, Texas, 2017-05-30T07:23:56.148Z, d4c614c14ebd
371, 4000, 1, Texas, 2017-05-30T07:23:56.540Z, d4e1143c45cc
396, 4039, 2, Texas, 2017-05-30T07:23:56.590Z, d4c614c14ebd
398, 4010, 1, Texas, 2017-05-30T07:23:56.942Z, d4e1143c45cc
403, 4030, 2, Texas, 2017-05-30T07:23:56.994Z, d4c614c14ebd
399, 3996, 1, Texas, 2017-05-30T07:23:57.350Z, d4e1143c45cc
401, 4025, 2, Texas, 2017-05-30T07:23:57.498Z, d4c614c14ebd
415, 4026, 1, Texas, 2017-05-30T07:23:57.753Z, d4e1143c45cc
387, 4015, 2, Texas, 2017-05-30T07:23:57.913Z, d4c614c14ebd
422, 4012, 1, Texas, 2017-05-30T07:23:58.313Z, d4e1143c45cc
410, 4020, 2, Texas, 2017-05-30T07:23:58.357Z, d4c614c14ebd
394, 4064, 1, Texas, 2017-05-30T07:23:58.665Z, d4e1143c45cc
386, 4016, 2, Texas, 2017-05-30T07:23:58.715Z, d4c614c14ebd
385, 4044, 1, Texas, 2017-05-30T07:23:59.084Z, d4e1143c45cc
412, 4009, 2, Texas, 2017-05-30T07:23:59.091Z, d4c614c14ebd
390, 4006, 2, Texas, 2017-05-30T07:23:59.516Z, d4c614c14ebd
379, 4027, 1, Texas, 2017-05-30T07:23:59.600Z, d4e1143c45cc
406, 4001, 2, Texas, 2017-05-30T07:23:59.906Z, d4c614c14ebd
388, 4019, 1, Texas, 2017-05-30T07:23:59.973Z, d4e1143c45cc
409, 4091, 2, Texas, 2017-05-30T07:24:00.413Z, d4c614c14ebd
407, 4140, 2, Texas, 2017-05-30T07:24:00.819Z, d4c614c14ebd
396, 4106, 2, Texas, 2017-05-30T07:24:01.176Z, d4c614c14ebd
391, 4005, 1, Texas, 2017-05-30T07:24:01.278Z, d4e1143c45cc
387, 4059, 1, Texas, 2017-05-30T07:24:01.630Z, d4e1143c45cc
372, 4106, 2, Texas, 2017-05-30T07:24:01.668Z, d4c614c14ebd
403, 4074, 2, Texas, 2017-05-30T07:24:02.082Z, d4c614c14ebd
378, 4038, 1, Texas, 2017-05-30T07:24:02.134Z, d4e1143c45cc
393, 4127, 2, Texas, 2017-05-30T07:24:02.438Z, d4c614c14ebd
379, 4020, 1, Texas, 2017-05-30T07:24:02.590Z, d4e1143c45cc
399, 4103, 2, Texas, 2017-05-30T07:24:02.846Z, d4c614c14ebd
393, 4006, 1, Texas, 2017-05-30T07:24:02.994Z, d4e1143c45cc
395, 4077, 2, Texas, 2017-05-30T07:24:03.245Z, d4c614c14ebd
403, 3996, 1, Texas, 2017-05-30T07:24:03.449Z, d4e1143c45cc
414, 4059, 2, Texas, 2017-05-30T07:24:03.654Z, d4c614c14ebd
408, 3986, 1, Texas, 2017-05-30T07:24:03.810Z, d4e1143c45cc
404, 4041, 2, Texas, 2017-05-30T07:24:04.067Z, d4c614c14ebd
411, 3990, 1, Texas, 2017-05-30T07:24:04.312Z, d4e1143c45cc
406, 4036, 2, Texas, 2017-05-30T07:24:04.458Z, d4c614c14ebd
399, 3984, 1, Texas, 2017-05-30T07:24:04.715Z, d4e1143c45cc
397, 4034, 2, Texas, 2017-05-30T07:24:05.045Z, d4c614c14ebd
666, 4021, 2, Texas, 2017-05-30T07:24:05.319Z, d4c614c14ebd
570, 4010, 2, Texas, 2017-05-30T07:24:05.580Z, d4c614c14ebd
595, 4005, 2, Texas, 2017-05-30T07:24:05.822Z, d4c614c14ebd
632, 4003, 2, Texas, 2017-05-30T07:24:06.115Z, d4c614c14ebd
576, 3998, 2, Texas, 2017-05-30T07:24:06.379Z, d4c614c14ebd
603, 3979, 1, Texas, 2017-05-30T07:24:06.577Z, d4e1143c45cc
614, 3996, 2, Texas, 2017-05-30T07:24:06.629Z, d4c614c14ebd
614, 4037, 1, Texas, 2017-05-30T07:24:06.832Z, d4e1143c45cc
590, 3992, 2, Texas, 2017-05-30T07:24:07.031Z, d4c614c14ebd
606, 4021, 1, Texas, 2017-05-30T07:24:07.185Z, d4e1143c45cc
608, 3989, 2, Texas, 2017-05-30T07:24:07.236Z, d4c614c14ebd
592, 3985, 2, Texas, 2017-05-30T07:24:07.489Z, d4c614c14ebd
592, 3986, 2, Texas, 2017-05-30T07:24:07.689Z, d4c614c14ebd
588, 3986, 1, Texas, 2017-05-30T07:24:07.802Z, d4c614c14ebd
607, 3981, 1, Texas, 2017-05-30T07:24:08.092Z, d4c614c14ebd
590, 3981, 1, Texas, 2017-05-30T07:24:08.347Z, d4c614c14ebd
605, 3981, 1, Texas, 2017-05-30T07:24:08.599Z, d4c614c14ebd
589, 3979, 1, Texas, 2017-05-30T07:24:08.852Z, d4c614c14ebd
613, 4018, 1, Texas, 2017-05-30T07:24:09.106Z, d4c614c14ebd
590, 4068, 1, Texas, 2017-05-30T07:24:09.420Z, d4c614c14ebd
228, 4040, 2, Texas, 2017-05-30T07:24:09.932Z, d4e1143c45cc
366, 4040, 0, Monaco, 2017-05-30T07:24:18.359Z, d4e1143c45cc
365, 4045, 2, Monaco, 2017-05-30T07:24:18.452Z, d4c614c14ebd
376, 3987, 1, Monaco, 2017-05-30T07:24:18.858Z, d4e1143c45cc
387, 4025, 2, Monaco, 2017-05-30T07:24:18.858Z, d4c614c14ebd
396, 4027, 1, Monaco, 2017-05-30T07:24:19.261Z, d4e1143c45cc
417, 4017, 2, Monaco, 2017-05-30T07:24:19.264Z, d4c614c14ebd
400, 4008, 2, Monaco, 2017-05-30T07:24:19.667Z, d4c614c14ebd
403, 4010, 2, Monaco, 2017-05-30T07:24:19.667Z, d4e1143c45cc
410, 4000, 1, Monaco, 2017-05-30T07:24:20.019Z, d4c614c14ebd
405, 3998, 2, Monaco, 2017-05-30T07:24:20.220Z, d4e1143c45cc
404, 3995, 1, Monaco, 2017-05-30T07:24:20.426Z, d4c614c14ebd
399, 3981, 2, Monaco, 2017-05-30T07:24:20.577Z, d4e1143c45cc
404, 3990, 1, Monaco, 2017-05-30T07:24:20.781Z, d4c614c14ebd
379, 3976, 2, Monaco, 2017-05-30T07:24:20.985Z, d4e1143c45cc
401, 4001, 1, Monaco, 2017-05-30T07:24:21.338Z, d4c614c14ebd
403, 4038, 2, Monaco, 2017-05-30T07:24:21.591Z, d4e1143c45cc
404, 3995, 1, Monaco, 2017-05-30T07:24:21.696Z, d4c614c14ebd
393, 4015, 2, Monaco, 2017-05-30T07:24:21.998Z, d4e1143c45cc
396, 4058, 1, Monaco, 2017-05-30T07:24:22.102Z, d4c614c14ebd
393, 4016, 2, Monaco, 2017-05-30T07:24:22.406Z, d4e1143c45cc
644, 4040, 1, Monaco, 2017-05-30T07:24:22.608Z, d4c614c14ebd
643, 4004, 2, Monaco, 2017-05-30T07:24:22.809Z, d4e1143c45cc
580, 4008, 1, Monaco, 2017-05-30T07:24:22.860Z, d4c614c14ebd
601, 3986, 2, Monaco, 2017-05-30T07:24:23.062Z, d4e1143c45cc
606, 4004, 1, Monaco, 2017-05-30T07:24:23.077Z, d4c614c14ebd
588, 3982, 2, Monaco, 2017-05-30T07:24:23.314Z, d4e1143c45cc
638, 3996, 1, Monaco, 2017-05-30T07:24:23.367Z, d4c614c14ebd
599, 4017, 1, Monaco, 2017-05-30T07:24:23.624Z, d4c614c14ebd
606, 3974, 2, Monaco, 2017-05-30T07:24:23.675Z, d4e1143c45cc
614, 4008, 1, Monaco, 2017-05-30T07:24:23.927Z, d4c614c14ebd
592, 3967, 2, Monaco, 2017-05-30T07:24:23.977Z, d4e1143c45cc
593, 3998, 1, Monaco, 2017-05-30T07:24:24.180Z, d4c614c14ebd
611, 3961, 2, Monaco, 2017-05-30T07:24:24.184Z, d4e1143c45cc
606, 4003, 2, Monaco, 2017-05-30T07:24:24.585Z, d4e1143c45cc
606, 3990, 2, Monaco, 2017-05-30T07:24:24.738Z, d4e1143c45cc
