MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI;MANDT_1;MATNR_1;STPRS;BKLAS;MANDT_2;MATNR_2;SPRAS;MAKTX;MAKTG
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;MR516206008;MODE;EA;0.200;0.200;KG;400.000000;MR516206008;0.00;3100;400.000000;MR516206008;E;Soft-Shell Jacket\, Amber\, Large;SOFT-SHELL JACKET\, AMBER\, LARGE
400.000000;JIM1;HAWA;ST;1.000;0.900;KG;400.000000;JIM1;1120.00;3100;400.000000;JIM1;E;JIM1;JIM1
400.000000;MZ-FG-E13;FERT;ST;15.000;7.000;KG;400.000000;MZ-FG-E13;20.00;7920;400.000000;MZ-FG-E13;E;Headlight;HEADLIGHT
400.000000;818;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;818;E;fork_tube;FORK_TUBE
400.000000;MZ-FG-E193;FERT;EA;0.020;0.020;KG;400.000000;MZ-FG-E193;Nov 20;7920;400.000000;MZ-FG-E193;E;eBike E193;EBIKE E193
400.000000;ML_RM_266;ROH;EA;0.000;0.000;null;400.000000;ML_RM_266;30.00;3000;400.000000;ML_RM_266;E;Fuel Tank;FUEL TANK
400.000000;PI-4200;FERT;EA;50.000;50.000;G;400.000000;PI-4200;100.00;7920;400.000000;PI-4200;E;SAPhagra 36 pc;SAPHAGRA 36 PC
400.000000;MZ-RM-C950-05;ROH;ST;0.000;0.000;null;400.000000;MZ-RM-C950-05;1.00;3000;400.000000;MZ-RM-C950-05;E;Forks-950;FORKS-950
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;MR516206009;MODE;EA;0.200;0.200;KG;400.000000;MR516206009;0.00;3100;400.000000;MR516206009;E;Soft-Shell Jacket\, Shark\, Large;SOFT-SHELL JACKET\, SHARK\, LARGE
400.000000;ML_SG_005;HALB;EA;0.000;0.000;KG;400.000000;ML_SG_005;700.00;7900;400.000000;ML_SG_005;E;1800 CC Car Engine Diesel;1800 CC CAR ENGINE DIESEL
400.000000;PJM1;HAWA;ST;1.000;0.900;KG;400.000000;PJM1;1120.00;3100;400.000000;PJM1;E;PJM1;PJM1
400.000000;MZ_TPSPARE;YQFP;ST;1.000;0.900;G;400.000000;MZ_TPSPARE;13.50;7920;400.000000;MZ_TPSPARE;E;Third Party Spare;THIRD PARTY SPARE
400.000000;819;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;819;E;lower_fork_brace;LOWER_FORK_BRACE
400.000000;ML_RM_267;ROH;EA;0.000;0.000;null;400.000000;ML_RM_267;30.00;3000;400.000000;ML_RM_267;E;Fuel Tank Wrap Support Rear;FUEL TANK WRAP SUPPORT REAR
400.000000;345;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;345;E;V-Engine-Valve-Assembly;V-ENGINE-VALVE-ASSEMBLY
400.000000;MP30;ROH;EA;0.000;0.000;KG;400.000000;MP30;335.24;3000;400.000000;MP30;E;PE RIBLENE MP 30 R (VERSALIS);PE RIBLENE MP 30 R (VERSALIS)
400.000000;2365;FERT;EA;0.000;0.000;null;null;null;null;null;400.000000;2365;E;cartridge paper support axis;CARTRIDGE PAPER SUPPORT AXIS
400.000000;MZ-RM-C950-04;ROH;ST;0.000;0.000;null;400.000000;MZ-RM-C950-04;1.00;3000;400.000000;MZ-RM-C950-04;E;BKC-950 Wheels;BKC-950 WHEELS
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;MR516206010;MODE;EA;0.200;0.200;KG;400.000000;MR516206010;0.00;3100;400.000000;MR516206010;E;Soft-Shell Jacket\, Black\, Extra Large;SOFT-SHELL JACKET\, BLACK\, EXTRA LARGE
400.000000;TNM1;HAWA;ST;1.000;0.900;KG;400.000000;TNM1;1120.00;3100;400.000000;TNM1;E;TNM1;TNM1
400.000000;820;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;820;E;mud_gaurd_front;MUD_GAURD_FRONT
400.000000;MZ_THPSPARE;HAWA;ST;1.000;0.900;G;400.000000;MZ_THPSPARE;13.50;3100;400.000000;MZ_THPSPARE;E;Third Party Spare;THIRD PARTY SPARE
400.000000;PP_COMP02;HALB;EA;1.000;1.000;KG;400.000000;PP_COMP02;309.43;7900;400.000000;PP_COMP02;E;PP component 02;PP COMPONENT 02
400.000000;ML_RM_110;ROH;EA;0.000;0.000;null;400.000000;ML_RM_110;30.00;3000;400.000000;ML_RM_110;E;Roof Side Pane L + R;ROOF SIDE PANE L + R
400.000000;ROUTERXL;HAWA;ST;1.000;1.000;KG;400.000000;ROUTERXL;100.00;3100;400.000000;ROUTERXL;E;Router XL;ROUTER XL
400.000000;PP-FG99;FERT;ST;15.300;14.500;KG;400.000000;PP-FG99;1099.99;7920;400.000000;PP-FG99;E;Extreme e-bike;EXTREME E-BIKE
400.000000;MZ-FG-M525;FERT;ST;15.000;7.000;KG;400.000000;MZ-FG-M525;1133.38;7920;400.000000;MZ-FG-M525;E;M525 BIKE;M525 BIKE
400.000000;MR585162;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162;0.00;7920;400.000000;MR585162;E;Boys Hooded Cardigan;BOYS HOODED CARDIGAN
400.000000;MR585162;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162;0.00;7920;400.000000;MR585162;E;Boys Hooded Cardigan;BOYS HOODED CARDIGAN
400.000000;JOM1;HAWA;ST;1.000;0.900;KG;400.000000;JOM1;1120.00;3100;400.000000;JOM1;E;JOM1;JOM1
400.000000;821;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;821;E;slider_left;SLIDER_LEFT
400.000000;2366;FERT;EA;0.000;0.000;null;null;null;null;null;400.000000;2366;E;cartridge paper support uphold gear coa;CARTRIDGE PAPER SUPPORT UPHOLD GEAR COA
400.000000;CH-6600;YQBM;LB;1.000;1.000;LB;400.000000;CH-6600;0.48;7900;400.000000;CH-6600;E;SAP Arom. Solvent;SAP AROM. SOLVENT
400.000000;ML_RM_111;ROH;EA;0.000;0.000;null;400.000000;ML_RM_111;30.00;3000;400.000000;ML_RM_111;E;Body Side Pane L + R;BODY SIDE PANE L + R
400.000000;MRV311120;ZVOM;ST;0.000;0.000;KG;null;null;null;null;400.000000;MRV311120;E;Material group article for Cold Cereal;MATERIAL GROUP ARTICLE FOR COLD CEREAL
400.000000;296;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;296;E;rocker_arm;ROCKER_ARM
400.000000;PIOLEN PT20A15;ROH;EA;0.000;0.000;KG;400.000000;PIOLEN PT20A15;335.24;3000;400.000000;PIOLEN PT20A15;E;PIOLEN P T20A15 NAT OP900(PIO KUNSTSTOF);PIOLEN P T20A15 NAT OP900(PIO KUNSTSTOF)
400.000000;DS1_PROD01;FERT;EA;1.000;1.000;KG;400.000000;DS1_PROD01;1332.72;7920;400.000000;DS1_PROD01;E;DS Product 01;DS PRODUCT 01
400.000000;MRP_PRO01;FERT;EA;1.000;1.000;KG;400.000000;MRP_PRO01;1332.72;7920;400.000000;MRP_PRO01;E;MRP Product 01;MRP PRODUCT 01
400.000000;822;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;822;E;slider_right;SLIDER_RIGHT
400.000000;MR585162001;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162001;0.00;7920;400.000000;MR585162001;E;Boys Hooded Cardigan\, Red\, 7;BOYS HOODED CARDIGAN\, RED\, 7
400.000000;MR585162001;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162001;0.00;7920;400.000000;MR585162001;E;Boys Hooded Cardigan\, Red\, 7;BOYS HOODED CARDIGAN\, RED\, 7
400.000000;MR585162001;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162001;0.00;7920;400.000000;MR585162001;E;Boys Hooded Cardigan\, Red\, 7;BOYS HOODED CARDIGAN\, RED\, 7
400.000000;MR585162001;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162001;0.00;7920;400.000000;MR585162001;E;Boys Hooded Cardigan\, Red\, 7;BOYS HOODED CARDIGAN\, RED\, 7
400.000000;MR585162001;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162001;0.00;7920;400.000000;MR585162001;E;Boys Hooded Cardigan\, Red\, 7;BOYS HOODED CARDIGAN\, RED\, 7
400.000000;SPM1;HAWA;ST;1.000;0.900;KG;400.000000;SPM1;1120.00;3100;400.000000;SPM1;E;SPM1;SPM1
400.000000;ML_RM_112;ROH;EA;0.000;0.000;null;400.000000;ML_RM_112;30.00;3000;400.000000;ML_RM_112;E;Door Interior Side Pane L + R;DOOR INTERIOR SIDE PANE L + R
400.000000;463;FERT;LM;0.000;0.000;null;null;null;null;null;400.000000;463;E;test cr HE4 Fiori;TEST CR HE4 FIORI
400.000000;2367;FERT;EA;0.000;0.000;null;null;null;null;null;400.000000;2367;E;cartridge paper support uphold gear side;CARTRIDGE PAPER SUPPORT UPHOLD GEAR SIDE
400.000000;MZ-P300403;HAWA;ST;1.000;0.900;G;400.000000;MZ-P300403;13.50;3100;400.000000;MZ-P300403;E;LaserJet P300403;LASERJET P300403
400.000000;823;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;823;E;upper_fork_brace;UPPER_FORK_BRACE
400.000000;SRM1;HAWA;ST;1.000;0.900;KG;400.000000;SRM1;1120.00;3100;400.000000;SRM1;E;SRM1;SRM1
400.000000;ML_SG_006;HALB;EA;0.000;0.000;KG;400.000000;ML_SG_006;650.00;7900;400.000000;ML_SG_006;E;1600 CC Car Engine Diesel;1600 CC CAR ENGINE DIESEL
400.000000;MR585162002;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162002;0.00;7920;400.000000;MR585162002;E;Boys Hooded Cardigan\, Yellow\, 7;BOYS HOODED CARDIGAN\, YELLOW\, 7
400.000000;MR585162002;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162002;0.00;7920;400.000000;MR585162002;E;Boys Hooded Cardigan\, Yellow\, 7;BOYS HOODED CARDIGAN\, YELLOW\, 7
400.000000;MR585162002;ZFRT;EA;0.400;0.350;KG;400.000000;MR585162002;0.00;7920;400.000000;MR585162002;E;Boys Hooded Cardigan\, Yellow\, 7;BOYS HOODED CARDIGAN\, YELLOW\, 7
400.000000;CH-3110;YQBM;LB;1.000;0.000;LB;400.000000;CH-3110;29944.02;7900;400.000000;CH-3110;E;Paint\, black;PAINT\, BLACK
400.000000;ML_RM_268;ROH;EA;0.000;0.000;null;400.000000;ML_RM_268;30.00;3000;400.000000;ML_RM_268;E;Tank Lid;TANK LID
400.000000;297;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;297;E;push_rod;PUSH_ROD
400.000000;FG29;FERT;BOT;10.000;9.000;KG;400.000000;FG29;0.88;7920;400.000000;FG29;E;Bike Paint;BIKE PAINT
400.000000;FG29;FERT;BOT;10.000;9.000;KG;400.000000;FG29;0.88;7920;800.000000;FG29;E;FIN29\,MTS-PI\,PD\,Batch-ExpirationDate;FIN29\,MTS-PI\,PD\,BATCH-EXPIRATIONDATE
400.000000;FG29;FERT;BOT;10.000;9.000;KG;800.000000;FG29;0.88;7920;400.000000;FG29;E;Bike Paint;BIKE PAINT
